Token,Lemma,POS,Dep,Head_Lemma,Is_Stop,Is_Alpha,Is_Dialogue,Sentence_ID,Token_Index
merely,merely,ADV,advmod,courtesie,False,True,False,2565,64085
courtesied,courtesie,VERB,ROOT,courtesie,False,True,False,2565,64086
to,to,ADP,prep,courtesie,True,True,False,2565,64087
him,he,PRON,pobj,to,True,True,False,2565,64088
",",",",PUNCT,punct,courtesie,False,False,False,2565,64089
without,without,ADP,prep,courtesie,True,True,False,2565,64090
saying,say,VERB,pcomp,without,False,True,False,2565,64091
a,a,DET,det,word,True,True,False,2565,64092
word,word,NOUN,dobj,say,False,True,False,2565,64093
.,.,PUNCT,punct,courtesie,False,False,False,2565,64094
Colonel,colonel,PROPN,compound,fitzwilliam,False,True,False,2566,64095
Fitzwilliam,fitzwilliam,PROPN,nsubj,enter,False,True,False,2566,64096
entered,enter,VERB,ROOT,enter,False,True,False,2566,64097
into,into,ADP,prep,enter,True,True,False,2566,64098
conversation,conversation,NOUN,pobj,into,False,True,False,2566,64099
directly,directly,ADV,advmod,enter,False,True,False,2566,64100
",",",",PUNCT,punct,enter,False,False,False,2566,64101
with,with,ADP,prep,enter,True,True,False,2566,64102
the,the,DET,det,readiness,True,True,False,2566,64103
readiness,readiness,NOUN,pobj,with,False,True,False,2566,64104
and,and,CCONJ,cc,readiness,True,True,False,2566,64105
ease,ease,NOUN,conj,readiness,False,True,False,2566,64106
of,of,ADP,prep,readiness,True,True,False,2566,64107
a,a,DET,det,man,True,True,False,2566,64108
well,well,ADV,advmod,breed,True,True,False,2566,64109
-,-,PUNCT,punct,breed,False,False,False,2566,64110
bred,breed,VERB,amod,man,False,True,False,2566,64111
man,man,NOUN,pobj,of,False,True,False,2566,64112
",",",",PUNCT,punct,enter,False,False,False,2566,64113
and,and,CCONJ,cc,enter,True,True,False,2566,64114
talked,talk,VERB,conj,enter,False,True,False,2566,64115
very,very,ADV,advmod,pleasantly,True,True,False,2566,64116
pleasantly,pleasantly,ADV,advmod,talk,False,True,False,2566,64117
;,;,PUNCT,punct,enter,False,False,False,2566,64118
but,but,CCONJ,cc,enter,True,True,False,2566,64119
his,his,PRON,poss,cousin,True,True,False,2566,64120
cousin,cousin,NOUN,nsubj,sit,False,True,False,2566,64121
",",",",PUNCT,punct,sit,False,False,False,2566,64122
after,after,ADP,prep,sit,True,True,False,2566,64123
having,having,AUX,aux,address,False,True,False,2566,64124
addressed,address,VERB,pcomp,after,False,True,False,2566,64125
a,a,DET,det,observation,True,True,False,2566,64126
slight,slight,ADJ,amod,observation,False,True,False,2566,64127
observation,observation,NOUN,dobj,address,False,True,False,2566,64128
on,on,ADP,prep,observation,True,True,False,2566,64129
the,the,DET,det,house,True,True,False,2566,64130
house,house,NOUN,pobj,on,False,True,False,2566,64131
and,and,CCONJ,cc,house,True,True,False,2566,64132
garden,garden,NOUN,conj,house,False,True,False,2566,64133
to,to,ADP,prep,address,True,True,False,2566,64134
Mrs.,mrs.,PROPN,compound,collins,False,False,False,2566,64135
Collins,collins,PROPN,pobj,to,False,True,False,2566,64136
",",",",PUNCT,punct,sit,False,False,False,2566,64137
sat,sit,VERB,conj,enter,False,True,False,2566,64138
for,for,ADP,prep,sit,True,True,False,2566,64139
some,some,DET,det,time,True,True,False,2566,64140
time,time,NOUN,pobj,for,False,True,False,2566,64141
without,without,ADP,prep,sit,True,True,False,2566,64142
speaking,speak,VERB,pcomp,without,False,True,False,2566,64143
to,to,ADP,prep,speak,True,True,False,2566,64144
anybody,anybody,PRON,pobj,to,False,True,False,2566,64145
.,.,PUNCT,punct,sit,False,False,False,2566,64146
At,at,ADP,prep,awaken,True,True,False,2567,64147
length,length,NOUN,pobj,at,False,True,False,2567,64148
",",",",PUNCT,punct,awaken,False,False,False,2567,64149
however,however,ADV,advmod,awaken,True,True,False,2567,64150
",",",",PUNCT,punct,awaken,False,False,False,2567,64151
his,his,PRON,poss,civility,True,True,False,2567,64152
civility,civility,NOUN,nsubjpass,awaken,False,True,False,2567,64153
was,be,AUX,auxpass,awaken,True,True,False,2567,64154
so,so,ADV,advmod,far,True,True,False,2567,64155
far,far,ADV,advmod,awaken,False,True,False,2567,64156
awakened,awaken,VERB,ROOT,awaken,False,True,False,2567,64157
as,as,SCONJ,mark,inquire,True,True,False,2567,64158
to,to,PART,aux,inquire,True,True,False,2567,64159
inquire,inquire,VERB,advcl,awaken,False,True,False,2567,64160
of,of,ADP,prep,inquire,True,True,False,2567,64161
Elizabeth,elizabeth,PROPN,pobj,of,False,True,False,2567,64162
after,after,ADP,prep,inquire,True,True,False,2567,64163
the,the,DET,det,health,True,True,False,2567,64164
health,health,NOUN,pobj,after,False,True,False,2567,64165
of,of,ADP,prep,health,True,True,False,2567,64166
her,her,PRON,poss,family,True,True,False,2567,64167
family,family,NOUN,pobj,of,False,True,False,2567,64168
.,.,PUNCT,punct,awaken,False,False,False,2567,64169
She,she,PRON,nsubj,answer,True,True,False,2568,64170
answered,answer,VERB,ROOT,answer,False,True,False,2568,64171
him,he,PRON,dobj,answer,True,True,False,2568,64172
in,in,ADP,prep,answer,True,True,False,2568,64173
the,the,DET,det,way,True,True,False,2568,64174
usual,usual,ADJ,amod,way,False,True,False,2568,64175
way,way,NOUN,pobj,in,False,True,False,2568,64176
;,;,PUNCT,punct,answer,False,False,False,2568,64177
and,and,CCONJ,cc,answer,True,True,False,2568,64178
",",",",PUNCT,punct,answer,False,False,False,2568,64179
after,after,ADP,prep,answer,True,True,False,2568,64180
a,a,DET,det,moment,True,True,False,2568,64181
moment,moment,NOUN,poss,pause,False,True,False,2568,64182
’s,’s,PART,case,moment,True,False,False,2568,64183
pause,pause,NOUN,pobj,after,False,True,False,2568,64184
",",",",PUNCT,punct,answer,False,False,False,2568,64185
"added,--","added,--",PUNCT,punct,answer,False,False,False,2568,64186
“,"""",PUNCT,punct,answer,False,False,True,2568,64187
My,my,PRON,poss,sister,True,True,True,2568,64188
eldest,eld,ADJ,amod,sister,False,True,True,2568,64189
sister,sister,NOUN,nsubj,be,False,True,True,2568,64190
has,have,AUX,aux,be,True,True,True,2568,64191
been,be,AUX,ccomp,answer,True,True,True,2568,64192
in,in,ADP,prep,be,True,True,True,2568,64193
town,town,NOUN,pobj,in,False,True,True,2568,64194
these,these,DET,det,month,True,True,True,2568,64195
three,three,NUM,nummod,month,True,True,True,2568,64196
months,month,NOUN,npadvmod,be,False,True,True,2568,64197
.,.,PUNCT,punct,answer,False,False,True,2568,64198
Have,have,AUX,aux,happen,True,True,True,2569,64199
you,you,PRON,nsubj,happen,True,True,True,2569,64200
never,never,ADV,neg,happen,True,True,True,2569,64201
happened,happen,VERB,ROOT,happen,False,True,True,2569,64202
to,to,PART,aux,see,True,True,True,2569,64203
see,see,VERB,xcomp,happen,True,True,True,2569,64204
her,she,PRON,dobj,see,True,True,True,2569,64205
there,there,ADV,advmod,see,True,True,True,2569,64206
?,?,PUNCT,punct,happen,False,False,True,2569,64207
”,"""",PUNCT,punct,happen,False,False,True,2569,64208
She,she,PRON,nsubj,be,True,True,False,2570,64209
was,be,AUX,ROOT,be,True,True,False,2570,64210
perfectly,perfectly,ADV,advmod,sensible,False,True,False,2570,64211
sensible,sensible,ADJ,acomp,be,False,True,False,2570,64212
that,that,SCONJ,mark,have,True,True,False,2570,64213
he,he,PRON,nsubj,have,True,True,False,2570,64214
never,never,ADV,neg,have,True,True,False,2570,64215
had,have,VERB,ccomp,sensible,True,True,False,2570,64216
:,:,PUNCT,punct,be,False,False,False,2570,64217
but,but,CCONJ,cc,be,True,True,False,2570,64218
she,she,PRON,nsubj,wish,True,True,False,2570,64219
wished,wish,VERB,conj,be,False,True,False,2570,64220
to,to,PART,aux,see,True,True,False,2570,64221
see,see,VERB,xcomp,wish,True,True,False,2570,64222
whether,whether,SCONJ,mark,betray,True,True,False,2570,64223
he,he,PRON,nsubj,betray,True,True,False,2570,64224
would,would,AUX,aux,betray,True,True,False,2570,64225
betray,betray,VERB,ccomp,see,False,True,False,2570,64226
any,any,DET,det,consciousness,True,True,False,2570,64227
consciousness,consciousness,NOUN,dobj,betray,False,True,False,2570,64228
of,of,ADP,prep,consciousness,True,True,False,2570,64229
what,what,PRON,nsubj,pass,True,True,False,2570,64230
had,have,AUX,aux,pass,True,True,False,2570,64231
passed,pass,VERB,pcomp,of,False,True,False,2570,64232
between,between,ADP,prep,pass,True,True,False,2570,64233
the,the,DET,det,bingleys,True,True,False,2570,64234
Bingleys,bingleys,PROPN,pobj,between,False,True,False,2570,64235
and,and,CCONJ,cc,bingleys,True,True,False,2570,64236
Jane,jane,PROPN,conj,bingleys,False,True,False,2570,64237
;,;,PUNCT,punct,wish,False,False,False,2570,64238
and,and,CCONJ,cc,wish,True,True,False,2570,64239
she,she,PRON,nsubj,think,True,True,False,2570,64240
thought,think,VERB,conj,wish,False,True,False,2570,64241
he,he,PRON,nsubj,look,True,True,False,2570,64242
looked,look,VERB,ccomp,think,False,True,False,2570,64243
a,a,DET,det,little,True,True,False,2570,64244
little,little,ADJ,amod,confused,False,True,False,2570,64245
confused,confused,ADJ,acomp,look,False,True,False,2570,64246
as,as,SCONJ,mark,answer,True,True,False,2570,64247
he,he,PRON,nsubj,answer,True,True,False,2570,64248
answered,answer,VERB,advcl,look,False,True,False,2570,64249
that,that,SCONJ,mark,be,True,True,False,2570,64250
he,he,PRON,nsubj,be,True,True,False,2570,64251
had,have,AUX,aux,be,True,True,False,2570,64252
never,never,ADV,neg,be,True,True,False,2570,64253
been,be,AUX,ccomp,answer,True,True,False,2570,64254
so,so,ADV,advmod,fortunate,True,True,False,2570,64255
fortunate,fortunate,ADJ,acomp,be,False,True,False,2570,64256
as,as,SCONJ,mark,meet,True,True,False,2570,64257
to,to,PART,aux,meet,True,True,False,2570,64258
meet,meet,VERB,advcl,fortunate,False,True,False,2570,64259
Miss,miss,PROPN,compound,bennet,False,True,False,2570,64260
Bennet,bennet,PROPN,dobj,meet,False,True,False,2570,64261
.,.,PUNCT,punct,think,False,False,False,2570,64262
The,the,DET,det,subject,True,True,False,2571,64263
subject,subject,NOUN,nsubjpass,pursue,False,True,False,2571,64264
was,be,AUX,auxpass,pursue,True,True,False,2571,64265
pursued,pursue,VERB,ROOT,pursue,False,True,False,2571,64266
no,no,ADV,neg,far,True,True,False,2571,64267
further,far,ADV,advmod,pursue,True,True,False,2571,64268
",",",",PUNCT,punct,pursue,False,False,False,2571,64269
and,and,CCONJ,cc,pursue,True,True,False,2571,64270
the,the,DET,det,gentleman,True,True,False,2571,64271
gentlemen,gentleman,NOUN,nsubj,go,False,True,False,2571,64272
soon,soon,ADV,advmod,afterwards,False,True,False,2571,64273
afterwards,afterwards,ADV,advmod,go,True,True,False,2571,64274
went,go,VERB,conj,pursue,False,True,False,2571,64275
away,away,ADV,advmod,go,False,True,False,2571,64276
.,.,PUNCT,punct,go,False,False,False,2571,64277
[,[,PUNCT,punct,illustration,False,False,False,2572,64278
Illustration,illustration,NOUN,ROOT,illustration,False,True,False,2572,64279
:,:,PUNCT,punct,illustration,False,False,False,2572,64280
“,"""",PUNCT,punct,illustration,False,False,True,2572,64281
At,at,ADP,prep,illustration,True,True,True,2572,64282
Church,church,PROPN,pobj,at,False,True,True,2572,64283
”,"""",PUNCT,punct,illustration,False,False,True,2572,64284
],],PUNCT,punct,illustration,False,False,False,2572,64285
CHAPTER,chapter,NOUN,appos,illustration,False,True,False,2572,64286
XXXI,xxxi,NUM,nummod,chapter,False,True,False,2572,64287
.,.,PUNCT,punct,illustration,False,False,False,2572,64288
[,[,PUNCT,punct,illustration,False,False,False,2573,64289
Illustration,illustration,NOUN,dep,admire,False,True,False,2573,64290
],],X,nmod,illustration,False,False,False,2573,64291
Colonel,colonel,PROPN,compound,fitzwilliam,False,True,False,2573,64292
Fitzwilliam,fitzwilliam,PROPN,poss,manner,False,True,False,2573,64293
’s,’s,PART,case,fitzwilliam,True,False,False,2573,64294
manners,manner,NOUN,nsubjpass,admire,False,True,False,2573,64295
were,be,AUX,auxpass,admire,True,True,False,2573,64296
very,very,ADV,advmod,much,True,True,False,2573,64297
much,much,ADV,advmod,admire,True,True,False,2573,64298
admired,admire,VERB,ROOT,admire,False,True,False,2573,64299
at,at,ADP,prep,admire,True,True,False,2573,64300
the,the,DET,det,parsonage,True,True,False,2573,64301
Parsonage,parsonage,PROPN,pobj,at,False,True,False,2573,64302
",",",",PUNCT,punct,admire,False,False,False,2573,64303
and,and,CCONJ,cc,admire,True,True,False,2573,64304
the,the,DET,det,lady,True,True,False,2573,64305
ladies,lady,NOUN,nsubj,feel,False,True,False,2573,64306
all,all,PRON,dep,feel,True,True,False,2573,64307
felt,feel,VERB,conj,admire,False,True,False,2573,64308
that,that,SCONJ,mark,add,True,True,False,2573,64309
he,he,PRON,nsubj,add,True,True,False,2573,64310
must,must,AUX,aux,add,True,True,False,2573,64311
add,add,VERB,ccomp,feel,False,True,False,2573,64312
considerably,considerably,ADV,advmod,add,False,True,False,2573,64313
to,to,ADP,prep,add,True,True,False,2573,64314
the,the,DET,det,pleasure,True,True,False,2573,64315
pleasure,pleasure,NOUN,pobj,to,False,True,False,2573,64316
of,of,ADP,prep,pleasure,True,True,False,2573,64317
their,their,PRON,poss,engagement,True,True,False,2573,64318
engagements,engagement,NOUN,pobj,of,False,True,False,2573,64319
at,at,ADP,prep,engagement,True,True,False,2573,64320
Rosings,rosings,PROPN,pobj,at,False,True,False,2573,64321
.,.,PUNCT,punct,feel,False,False,False,2573,64322
It,it,PRON,nsubj,be,True,True,False,2574,64323
was,be,AUX,ROOT,be,True,True,False,2574,64324
some,some,DET,det,day,True,True,False,2574,64325
days,day,NOUN,attr,be,False,True,False,2574,64326
",",",",PUNCT,punct,be,False,False,False,2574,64327
however,however,ADV,advmod,be,True,True,False,2574,64328
",",",",PUNCT,punct,be,False,False,False,2574,64329
before,before,SCONJ,mark,receive,True,True,False,2574,64330
they,they,PRON,nsubj,receive,True,True,False,2574,64331
received,receive,VERB,advcl,be,False,True,False,2574,64332
any,any,DET,det,invitation,True,True,False,2574,64333
invitation,invitation,NOUN,dobj,receive,False,True,False,2574,64334
thither,thither,ADV,advmod,invitation,False,True,False,2574,64335
",",",",PUNCT,punct,be,False,False,False,2574,64336
for,for,SCONJ,mark,be,True,True,False,2574,64337
while,while,SCONJ,mark,be,True,True,False,2574,64338
there,there,PRON,expl,be,True,True,False,2574,64339
were,be,VERB,advcl,be,True,True,False,2574,64340
visitors,visitor,NOUN,attr,be,False,True,False,2574,64341
in,in,ADP,prep,be,True,True,False,2574,64342
the,the,DET,det,house,True,True,False,2574,64343
house,house,NOUN,pobj,in,False,True,False,2574,64344
they,they,PRON,nsubj,be,True,True,False,2574,64345
could,could,AUX,aux,be,True,True,False,2574,64346
not,not,PART,neg,be,True,True,False,2574,64347
be,be,AUX,advcl,be,True,True,False,2574,64348
necessary,necessary,ADJ,acomp,be,False,True,False,2574,64349
;,;,PUNCT,punct,be,False,False,False,2574,64350
and,and,CCONJ,cc,be,True,True,False,2574,64351
it,it,PRON,nsubj,be,True,True,False,2574,64352
was,be,AUX,conj,be,True,True,False,2574,64353
not,not,PART,neg,be,True,True,False,2574,64354
till,till,SCONJ,prep,be,False,True,False,2574,64355
Easter,easter,PROPN,compound,day,False,True,False,2574,64356
-,-,PUNCT,punct,day,False,False,False,2574,64357
day,day,NOUN,pobj,till,False,True,False,2574,64358
",",",",PUNCT,punct,day,False,False,False,2574,64359
almost,almost,ADV,advmod,a,True,True,False,2574,64360
a,a,PRON,nummod,week,True,True,False,2574,64361
week,week,NOUN,npadvmod,after,False,True,False,2574,64362
after,after,ADP,prep,day,True,True,False,2574,64363
the,the,DET,det,gentleman,True,True,False,2574,64364
gentlemen,gentleman,NOUN,poss,arrival,False,True,False,2574,64365
’s,’s,PART,case,gentleman,True,False,False,2574,64366
arrival,arrival,NOUN,pobj,after,False,True,False,2574,64367
",",",",PUNCT,punct,be,False,False,False,2574,64368
that,that,SCONJ,advmod,honour,True,True,False,2574,64369
they,they,PRON,nsubjpass,honour,True,True,False,2574,64370
were,be,AUX,auxpass,honour,True,True,False,2574,64371
honoured,honour,VERB,ccomp,be,False,True,False,2574,64372
by,by,ADP,agent,honour,True,True,False,2574,64373
such,such,DET,predet,attention,True,True,False,2574,64374
an,an,DET,det,attention,True,True,False,2574,64375
attention,attention,NOUN,pobj,by,False,True,False,2574,64376
",",",",PUNCT,punct,be,False,False,False,2574,64377
and,and,CCONJ,cc,be,True,True,False,2574,64378
then,then,ADV,advmod,ask,True,True,False,2574,64379
they,they,PRON,nsubjpass,ask,True,True,False,2574,64380
were,be,AUX,auxpass,ask,True,True,False,2574,64381
merely,merely,ADV,advmod,ask,False,True,False,2574,64382
asked,ask,VERB,conj,be,False,True,False,2574,64383
on,on,ADP,prep,ask,True,True,False,2574,64384
leaving,leave,VERB,pcomp,on,False,True,False,2574,64385
church,church,NOUN,dobj,leave,False,True,False,2574,64386
to,to,PART,aux,come,True,True,False,2574,64387
come,come,VERB,xcomp,ask,False,True,False,2574,64388
there,there,ADV,advmod,come,True,True,False,2574,64389
in,in,ADP,prep,come,True,True,False,2574,64390
the,the,DET,det,evening,True,True,False,2574,64391
evening,evening,NOUN,pobj,in,False,True,False,2574,64392
.,.,PUNCT,punct,be,False,False,False,2574,64393
For,for,ADP,prep,see,True,True,False,2575,64394
the,the,DET,det,week,True,True,False,2575,64395
last,last,ADJ,amod,week,True,True,False,2575,64396
week,week,NOUN,pobj,for,False,True,False,2575,64397
they,they,PRON,nsubj,see,True,True,False,2575,64398
had,have,AUX,aux,see,True,True,False,2575,64399
seen,see,VERB,ROOT,see,False,True,False,2575,64400
very,very,ADV,advmod,little,True,True,False,2575,64401
little,little,ADJ,dobj,see,False,True,False,2575,64402
of,of,ADP,prep,little,True,True,False,2575,64403
either,either,CCONJ,preconj,catherine,True,True,False,2575,64404
Lady,lady,PROPN,compound,catherine,False,True,False,2575,64405
Catherine,catherine,PROPN,pobj,of,False,True,False,2575,64406
or,or,CCONJ,cc,catherine,True,True,False,2575,64407
her,her,PRON,poss,daughter,True,True,False,2575,64408
daughter,daughter,NOUN,conj,catherine,False,True,False,2575,64409
.,.,PUNCT,punct,see,False,False,False,2575,64410
Colonel,colonel,PROPN,compound,fitzwilliam,False,True,False,2576,64411
Fitzwilliam,fitzwilliam,PROPN,nsubj,call,False,True,False,2576,64412
had,have,AUX,aux,call,True,True,False,2576,64413
called,call,VERB,ROOT,call,False,True,False,2576,64414
at,at,ADP,prep,call,True,True,False,2576,64415
the,the,DET,det,parsonage,True,True,False,2576,64416
Parsonage,parsonage,PROPN,pobj,at,False,True,False,2576,64417
more,more,ADV,advmod,call,True,True,False,2576,64418
than,than,ADP,prep,more,True,True,False,2576,64419
once,once,ADV,pcomp,than,True,True,False,2576,64420
during,during,ADP,prep,call,True,True,False,2576,64421
the,the,DET,det,time,True,True,False,2576,64422
time,time,NOUN,pobj,during,False,True,False,2576,64423
",",",",PUNCT,punct,call,False,False,False,2576,64424
but,but,CCONJ,cc,call,True,True,False,2576,64425
Mr.,mr.,PROPN,compound,darcy,False,False,False,2576,64426
Darcy,darcy,PROPN,dobj,see,False,True,False,2576,64427
they,they,PRON,nsubj,see,True,True,False,2576,64428
had,have,AUX,aux,see,True,True,False,2576,64429
only,only,ADV,advmod,see,True,True,False,2576,64430
seen,see,VERB,conj,call,False,True,False,2576,64431
at,at,ADP,prep,see,True,True,False,2576,64432
church,church,NOUN,pobj,at,False,True,False,2576,64433
.,.,PUNCT,punct,see,False,False,False,2576,64434
The,the,DET,det,invitation,True,True,False,2577,64435
invitation,invitation,NOUN,nsubjpass,accept,False,True,False,2577,64436
was,be,AUX,auxpass,accept,True,True,False,2577,64437
accepted,accept,VERB,ROOT,accept,False,True,False,2577,64438
",",",",PUNCT,punct,accept,False,False,False,2577,64439
of,of,ADP,prep,accept,True,True,False,2577,64440
course,course,NOUN,pobj,of,False,True,False,2577,64441
",",",",PUNCT,punct,accept,False,False,False,2577,64442
and,and,CCONJ,cc,accept,True,True,False,2577,64443
at,at,ADP,prep,join,True,True,False,2577,64444
a,a,DET,det,hour,True,True,False,2577,64445
proper,proper,ADJ,amod,hour,False,True,False,2577,64446
hour,hour,NOUN,pobj,at,False,True,False,2577,64447
they,they,PRON,nsubj,join,True,True,False,2577,64448
joined,join,VERB,conj,accept,False,True,False,2577,64449
the,the,DET,det,party,True,True,False,2577,64450
party,party,NOUN,dobj,join,False,True,False,2577,64451
in,in,ADP,prep,join,True,True,False,2577,64452
Lady,lady,PROPN,compound,catherine,False,True,False,2577,64453
Catherine,catherine,PROPN,poss,room,False,True,False,2577,64454
’s,’s,PART,case,catherine,True,False,False,2577,64455
drawing,drawing,NOUN,compound,room,False,True,False,2577,64456
-,-,PUNCT,punct,room,False,False,False,2577,64457
room,room,NOUN,pobj,in,False,True,False,2577,64458
.,.,PUNCT,punct,join,False,False,False,2577,64459
Her,her,PRON,poss,ladyship,True,True,False,2578,64460
Ladyship,ladyship,NOUN,nsubj,receive,False,True,False,2578,64461
received,receive,VERB,ROOT,receive,False,True,False,2578,64462
them,they,PRON,dobj,receive,True,True,False,2578,64463
civilly,civilly,ADV,advmod,receive,False,True,False,2578,64464
",",",",PUNCT,punct,receive,False,False,False,2578,64465
but,but,CCONJ,cc,receive,True,True,False,2578,64466
it,it,PRON,nsubj,be,True,True,False,2578,64467
was,be,AUX,conj,receive,True,True,False,2578,64468
plain,plain,ADJ,acomp,be,False,True,False,2578,64469
that,that,SCONJ,mark,be,True,True,False,2578,64470
their,their,PRON,poss,company,True,True,False,2578,64471
company,company,NOUN,nsubj,be,False,True,False,2578,64472
was,be,AUX,ccomp,be,True,True,False,2578,64473
by,by,ADP,prep,be,True,True,False,2578,64474
no,no,DET,det,mean,True,True,False,2578,64475
means,mean,NOUN,pobj,by,False,True,False,2578,64476
so,so,ADV,advmod,acceptable,True,True,False,2578,64477
acceptable,acceptable,ADJ,acomp,be,False,True,False,2578,64478
as,as,ADP,prep,acceptable,True,True,False,2578,64479
when,when,SCONJ,advmod,get,True,True,False,2578,64480
she,she,PRON,nsubj,get,True,True,False,2578,64481
could,could,AUX,aux,get,True,True,False,2578,64482
get,get,VERB,pcomp,as,True,True,False,2578,64483
nobody,nobody,PRON,dobj,get,True,True,False,2578,64484
else,else,ADV,advmod,nobody,True,True,False,2578,64485
;,;,PUNCT,punct,be,False,False,False,2578,64486
and,and,CCONJ,cc,be,True,True,False,2578,64487
she,she,PRON,nsubjpass,engross,True,True,False,2578,64488
was,be,AUX,auxpass,engross,True,True,False,2578,64489
",",",",PUNCT,punct,engross,False,False,False,2578,64490
in,in,ADP,prep,engross,True,True,False,2578,64491
fact,fact,NOUN,pobj,in,False,True,False,2578,64492
",",",",PUNCT,punct,engross,False,False,False,2578,64493
almost,almost,ADV,advmod,engross,True,True,False,2578,64494
engrossed,engross,VERB,conj,be,False,True,False,2578,64495
by,by,ADP,agent,engross,True,True,False,2578,64496
her,her,PRON,poss,nephew,True,True,False,2578,64497
nephews,nephew,NOUN,pobj,by,False,True,False,2578,64498
",",",",PUNCT,punct,engross,False,False,False,2578,64499
speaking,speak,VERB,advcl,engross,False,True,False,2578,64500
to,to,ADP,prep,speak,True,True,False,2578,64501
them,they,PRON,pobj,to,True,True,False,2578,64502
",",",",PUNCT,punct,to,False,False,False,2578,64503
especially,especially,ADV,advmod,to,False,True,False,2578,64504
to,to,ADP,prep,to,True,True,False,2578,64505
Darcy,darcy,PROPN,pobj,to,False,True,False,2578,64506
",",",",PUNCT,punct,to,False,False,False,2578,64507
much,much,ADV,advmod,more,True,True,False,2578,64508
more,more,ADV,advmod,speak,True,True,False,2578,64509
than,than,ADP,prep,more,True,True,False,2578,64510
to,to,ADP,prep,than,True,True,False,2578,64511
any,any,DET,det,person,True,True,False,2578,64512
other,other,ADJ,amod,person,True,True,False,2578,64513
person,person,NOUN,pobj,to,False,True,False,2578,64514
in,in,ADP,prep,person,True,True,False,2578,64515
the,the,DET,det,room,True,True,False,2578,64516
room,room,NOUN,pobj,in,False,True,False,2578,64517
.,.,PUNCT,punct,engross,False,False,False,2578,64518
Colonel,colonel,PROPN,compound,fitzwilliam,False,True,False,2579,64519
Fitzwilliam,fitzwilliam,PROPN,nsubj,seem,False,True,False,2579,64520
seemed,seem,VERB,ROOT,seem,True,True,False,2579,64521
really,really,ADV,advmod,glad,True,True,False,2579,64522
glad,glad,ADJ,oprd,seem,False,True,False,2579,64523
to,to,PART,aux,see,True,True,False,2579,64524
see,see,VERB,xcomp,glad,True,True,False,2579,64525
them,they,PRON,dobj,see,True,True,False,2579,64526
:,:,PUNCT,punct,seem,False,False,False,2579,64527
anything,anything,PRON,nsubj,be,True,True,False,2579,64528
was,be,AUX,conj,seem,True,True,False,2579,64529
a,a,DET,det,relief,True,True,False,2579,64530
welcome,welcome,ADJ,amod,relief,False,True,False,2579,64531
relief,relief,NOUN,attr,be,False,True,False,2579,64532
to,to,ADP,prep,be,True,True,False,2579,64533
him,he,PRON,pobj,to,True,True,False,2579,64534
at,at,ADP,prep,be,True,True,False,2579,64535
Rosings,rosings,PROPN,pobj,at,False,True,False,2579,64536
;,;,PUNCT,punct,be,False,False,False,2579,64537
and,and,CCONJ,cc,be,True,True,False,2579,64538
Mrs.,mrs.,PROPN,compound,collins,False,False,False,2579,64539
Collins,collins,PROPN,poss,friend,False,True,False,2579,64540
’s,’s,PART,case,collins,True,False,False,2579,64541
pretty,pretty,ADJ,amod,friend,False,True,False,2579,64542
friend,friend,NOUN,nsubj,catch,False,True,False,2579,64543
had,have,AUX,aux,catch,True,True,False,2579,64544
",",",",PUNCT,punct,catch,False,False,False,2579,64545
moreover,moreover,ADV,advmod,catch,True,True,False,2579,64546
",",",",PUNCT,punct,catch,False,False,False,2579,64547
caught,catch,VERB,conj,be,False,True,False,2579,64548
his,his,PRON,poss,fancy,True,True,False,2579,64549
fancy,fancy,NOUN,dobj,catch,False,True,False,2579,64550
very,very,ADV,advmod,much,True,True,False,2579,64551
much,much,ADV,advmod,catch,True,True,False,2579,64552
.,.,PUNCT,punct,catch,False,False,False,2579,64553
He,he,PRON,nsubj,seat,True,True,False,2580,64554
now,now,ADV,advmod,seat,True,True,False,2580,64555
seated,seat,VERB,ROOT,seat,False,True,False,2580,64556
himself,himself,PRON,dobj,seat,True,True,False,2580,64557
by,by,ADP,prep,seat,True,True,False,2580,64558
her,she,PRON,pobj,by,True,True,False,2580,64559
",",",",PUNCT,punct,seat,False,False,False,2580,64560
and,and,CCONJ,cc,seat,True,True,False,2580,64561
talked,talk,VERB,conj,seat,False,True,False,2580,64562
so,so,ADV,advmod,agreeably,True,True,False,2580,64563
agreeably,agreeably,ADV,advmod,talk,False,True,False,2580,64564
of,of,ADP,prep,talk,True,True,False,2580,64565
Kent,kent,PROPN,pobj,of,False,True,False,2580,64566
and,and,CCONJ,cc,kent,True,True,False,2580,64567
Hertfordshire,hertfordshire,PROPN,conj,kent,False,True,False,2580,64568
",",",",PUNCT,punct,of,False,False,False,2580,64569
of,of,ADP,prep,of,True,True,False,2580,64570
travelling,travel,VERB,pcomp,of,False,True,False,2580,64571
and,and,CCONJ,cc,travel,True,True,False,2580,64572
staying,stay,VERB,conj,travel,False,True,False,2580,64573
at,at,ADP,prep,stay,True,True,False,2580,64574
home,home,NOUN,pobj,at,False,True,False,2580,64575
",",",",PUNCT,punct,of,False,False,False,2580,64576
of,of,ADP,prep,of,True,True,False,2580,64577
new,new,ADJ,amod,book,False,True,False,2580,64578
books,book,NOUN,pobj,of,False,True,False,2580,64579
and,and,CCONJ,cc,book,True,True,False,2580,64580
music,music,NOUN,conj,book,False,True,False,2580,64581
",",",",PUNCT,punct,of,False,False,False,2580,64582
